customer_id,bill_date,amount_due,payment_status,data_usage_gb,call_minutes,sms_count,promo_applied
C0445,2024-11-22,89.93,Due,98.43,165,35,True
C0392,2025-01-01,92.58,Due,12.71,103,104,True
C0316,2025-03-13,162.29,Overdue,96.88,457,68,True
C0260,2024-07-24,99.86,Due,32.8,220,134,True
C0689,2024-12-25,136.17,Due,96.48,422,13,False
C0750,2024-08-03,15.2,Paid,47.35,442,87,False
C0531,2024-07-20,56.28,Overdue,34.19,282,196,False
C0386,2024-11-12,190.75,Overdue,76.17,59,6,False
C0295,2025-03-10,59.5,Overdue,22.99,27,183,False
C0105,2024-09-16,81.42,Due,88.96,444,120,True
C0084,2024-11-03,180.5,Overdue,10.12,105,133,False
C0411,2025-05-17,50.35,Due,54.48,109,26,True
C0283,2024-11-15,27.8,Paid,14.29,14,24,True
C0025,2025-01-30,182.12,Overdue,21.64,389,67,False
C0102,2025-02-02,48.67,Due,77.11,24,171,True
C0237,2024-08-22,38.1,Due,65.2,464,181,True
C0582,2025-02-17,72.42,Due,36.56,343,118,True
C0728,2025-01-11,173.42,Due,57.23,92,144,True
C0519,2024-06-25,136.53,Paid,67.15,84,58,True
C0740,2025-04-12,143.09,Overdue,30.14,190,28,True
C0910,2024-08-20,51.88,Overdue,25.22,484,4,True
C0337,2024-07-08,125.53,Paid,49.47,277,141,True
C0847,2024-12-15,195.44,Overdue,42.1,186,186,False
C0559,2024-08-23,54.16,Paid,3.74,344,191,True
C0960,2025-05-24,188.99,Paid,73.77,484,43,False
C0075,2025-03-18,44.45,Due,50.34,413,124,True
C0550,2025-01-24,160.45,Overdue,63.67,245,142,False
C0197,2025-01-23,124.96,Paid,7.84,217,190,False
C0851,2025-04-29,86.92,Due,7.65,224,172,False
C0209,2024-06-28,52.08,Overdue,38.22,227,14,True
C0040,2024-12-03,64.27,Overdue,3.34,211,124,True
C0520,2025-05-25,96.38,Due,73.41,192,167,False
C0599,2025-04-14,102.67,Due,67.21,42,90,False
C0460,2024-08-29,162.18,Overdue,94.37,377,0,True
C0231,2024-12-25,39.83,Due,46.33,382,14,False
C0929,2025-04-06,134.46,Paid,15.63,193,63,True
C0158,2024-09-03,29.64,Due,4.07,500,142,True
C0439,2024-10-10,84.34,Paid,58.66,375,61,False
C0109,2024-07-30,14.72,Paid,86.3,300,33,True
C0460,2025-01-11,17.5,Overdue,47.61,49,164,True
C0989,2024-10-28,91.38,Overdue,44.07,446,55,False
C0985,2024-11-19,130.19,Due,66.8,286,139,False
C0252,2024-08-04,181.7,Overdue,65.53,63,165,True
C0864,2024-09-29,51.21,Due,51.29,490,123,False
C0413,2025-05-07,75.75,Overdue,12.06,340,131,False
C0082,2024-10-07,183.77,Due,53.97,104,19,False
C0949,2024-10-23,153.58,Paid,42.29,293,60,False
C0880,2025-04-23,82.11,Paid,93.48,29,34,True
C0422,2024-08-27,112.61,Overdue,84.55,314,0,False
C0256,2024-07-03,13.12,Due,77.53,29,7,False
C0465,2025-01-25,39.47,Paid,86.4,248,22,False
C0775,2024-06-09,156.02,Paid,93.79,264,107,True
C0960,2024-07-10,110.37,Due,79.04,155,149,False
C0716,2024-09-16,150.95,Paid,80.28,404,65,True
C0060,2025-04-02,10.65,Overdue,89.51,179,24,True
C0987,2025-02-26,153.51,Overdue,72.0,356,62,True
C0872,2024-09-03,153.82,Overdue,94.6,43,68,True
C0069,2025-03-22,16.38,Due,26.94,500,127,False
C0050,2024-07-13,141.65,Overdue,19.36,199,3,True
C0937,2025-05-30,61.53,Paid,30.79,162,12,False
C0387,2025-04-25,42.92,Overdue,52.07,348,39,True
C0469,2024-09-25,173.28,Overdue,33.58,103,192,False
C0827,2024-06-05,41.36,Paid,28.53,270,83,False
C0151,2024-12-27,12.05,Paid,5.2,321,84,False
C0280,2024-08-31,127.2,Due,33.31,486,130,True
C0807,2024-08-22,75.77,Due,99.18,130,147,False
C0154,2025-03-24,87.6,Overdue,38.67,473,147,True
C0568,2024-12-08,128.39,Overdue,26.2,410,182,False
C0698,2025-06-02,83.57,Due,97.87,280,105,True
C0330,2024-11-01,51.33,Overdue,24.18,181,143,True
C0557,2024-08-05,86.77,Paid,37.95,172,74,False
C0527,2024-12-20,149.78,Paid,26.82,457,31,True
C0750,2024-07-09,89.61,Overdue,62.13,472,188,True
C0876,2025-03-07,174.02,Due,53.01,436,136,False
C0197,2024-09-08,163.77,Due,83.98,339,30,False
C0232,2024-10-30,47.42,Due,28.51,216,18,False
C0333,2024-08-12,197.81,Overdue,69.26,462,119,False
C0512,2024-08-25,153.48,Due,77.26,252,164,False
C0033,2024-08-15,170.63,Overdue,56.99,379,43,False
C0550,2025-06-01,87.75,Paid,19.23,18,198,False
C0635,2025-01-18,69.72,Overdue,63.83,35,93,False
C0034,2024-08-24,107.94,Overdue,61.7,352,119,True
C0527,2024-08-24,142.08,Overdue,87.51,311,190,True
C0391,2024-09-01,111.07,Paid,94.62,7,170,False
C0350,2025-05-09,45.27,Due,95.39,44,156,False
C0748,2024-07-29,157.95,Paid,60.88,95,160,True
C0436,2024-07-14,131.0,Overdue,19.15,430,149,True
C0202,2025-04-11,75.83,Paid,98.82,342,93,False
C0539,2025-01-31,108.06,Overdue,45.32,272,143,True
C0229,2024-12-22,24.72,Due,64.98,457,29,True
C0371,2024-12-21,110.12,Due,59.07,332,24,False
C0955,2024-08-01,58.67,Paid,16.19,105,150,True
C0143,2025-04-01,170.72,Paid,65.24,481,56,False
C0238,2024-11-27,101.42,Overdue,16.78,83,32,False
C0410,2024-11-08,165.58,Due,21.83,241,174,False
C0623,2024-11-10,91.91,Due,81.28,55,167,True
C0111,2024-12-19,90.09,Due,70.15,43,142,False
C0117,2024-06-08,65.88,Due,70.92,144,45,True
C0189,2025-05-27,83.59,Due,37.01,167,113,True
C0973,2024-10-06,94.47,Paid,12.21,263,129,True
C0888,2024-07-18,41.28,Overdue,70.2,324,28,False
C0085,2025-02-10,61.92,Due,60.4,385,36,True
C0409,2024-08-14,98.78,Overdue,9.25,392,140,False
C0359,2024-12-12,33.7,Due,93.31,112,95,True
C0718,2025-01-11,27.04,Overdue,78.51,446,28,True
C0745,2024-08-19,195.58,Paid,87.86,228,38,False
C0906,2025-05-28,11.43,Due,91.11,223,200,True
C0780,2024-08-27,52.99,Paid,59.18,374,165,True
C0561,2025-02-22,35.36,Overdue,75.32,410,148,False
C0589,2024-11-03,55.52,Overdue,59.31,130,138,False
C0129,2024-08-22,33.06,Paid,73.02,51,47,False
C0150,2025-03-23,33.12,Paid,25.3,14,2,False
C0050,2025-04-24,173.48,Overdue,69.97,194,151,True
C0004,2024-09-01,183.36,Paid,43.02,337,29,True
C0215,2024-10-17,78.03,Due,55.94,473,120,False
C0944,2025-05-28,40.1,Paid,40.81,216,3,True
C0534,2025-02-18,160.39,Overdue,62.77,200,48,True
C0840,2024-12-14,70.89,Due,36.71,494,194,True
C0435,2025-04-11,79.58,Due,60.02,250,196,True
C0952,2024-07-14,64.58,Paid,93.85,173,52,False
C0680,2024-09-21,33.34,Paid,1.68,329,197,False
C0721,2025-02-07,112.94,Paid,80.26,429,65,False
C0015,2024-11-14,13.75,Paid,24.66,275,38,True
C0408,2024-07-18,17.35,Overdue,34.58,41,178,True
C0440,2025-03-12,157.49,Overdue,39.97,124,188,False
C0926,2025-02-08,121.0,Due,57.14,494,33,True
C0488,2024-11-08,35.89,Paid,21.5,454,162,True
C0169,2025-01-03,168.84,Overdue,37.19,225,105,False
C0123,2024-08-14,183.16,Due,81.15,420,55,True
C0425,2025-03-18,132.29,Due,71.53,337,122,False
C0922,2025-05-04,170.92,Due,17.31,436,158,False
C0959,2024-10-15,199.64,Due,11.88,50,7,True
C0088,2024-09-04,42.53,Paid,56.29,309,107,False
C0643,2024-07-31,101.33,Paid,45.24,282,98,True
C0336,2025-01-28,98.47,Overdue,69.12,29,130,True
C0568,2025-02-11,71.58,Overdue,80.24,216,53,False
C0540,2025-04-24,39.91,Overdue,16.68,481,185,True
C0465,2025-02-15,137.0,Due,30.25,300,184,False
C0132,2024-09-26,14.94,Paid,66.13,475,113,True
C0094,2025-03-09,23.94,Due,39.63,29,134,True
C0462,2025-04-05,80.24,Overdue,85.6,211,0,False
C0304,2024-12-11,61.77,Due,84.23,53,28,False
C0020,2025-05-09,26.18,Paid,8.28,315,19,False
C0669,2024-12-10,177.03,Paid,42.45,361,111,True
C0145,2024-09-29,110.74,Overdue,21.63,87,109,True
C0175,2024-08-15,17.63,Due,72.61,417,131,True
C0089,2025-02-25,157.97,Overdue,12.77,494,124,True
C0355,2025-01-05,78.63,Overdue,15.43,88,99,True
C0706,2024-08-30,123.55,Overdue,82.04,177,160,False
C0679,2024-06-26,116.48,Due,23.55,490,81,False
C0722,2024-08-15,67.74,Overdue,18.61,309,45,False
C0838,2025-04-22,20.64,Overdue,86.99,394,140,True
C0878,2025-02-08,49.77,Due,65.07,333,8,True
C0842,2025-05-14,195.6,Overdue,74.94,242,86,True
C0158,2025-01-25,108.14,Paid,13.36,493,115,True
C0614,2025-03-10,193.99,Overdue,5.96,377,75,True
C0596,2024-10-19,52.81,Overdue,96.66,316,200,False
C0629,2024-07-10,50.88,Overdue,46.37,368,100,True
C0460,2024-07-29,99.19,Overdue,38.86,295,1,True
C0794,2025-04-07,134.97,Overdue,12.33,405,174,True
C0538,2025-03-09,139.65,Due,80.6,290,170,True
C0312,2025-04-28,10.08,Due,52.28,338,60,True
C0964,2024-08-24,149.83,Due,39.63,47,185,True
C0534,2025-01-12,56.89,Due,70.35,349,187,False
C0561,2025-02-04,135.18,Overdue,80.21,97,179,True
C0958,2024-06-24,129.84,Paid,21.2,148,92,True
C0194,2024-07-16,181.71,Due,2.52,274,161,True
C0805,2025-04-01,17.88,Due,61.74,402,16,True
C0014,2024-12-16,162.93,Paid,86.35,456,196,True
C0428,2024-09-07,84.58,Due,58.47,83,40,False
C0707,2025-05-21,167.48,Due,43.27,469,117,False
C0007,2024-10-12,151.53,Overdue,4.63,213,180,False
C0461,2024-09-07,40.66,Due,21.78,7,28,False
C0312,2024-10-21,106.63,Overdue,84.93,184,57,True
C0834,2025-05-18,106.59,Paid,8.93,387,33,False
C0721,2024-10-09,167.47,Overdue,78.52,125,181,False
C0298,2025-01-21,34.97,Overdue,45.39,9,69,True
C0514,2024-09-16,22.15,Due,69.49,312,98,True
C0611,2024-12-15,110.98,Due,59.12,492,148,False
C0077,2025-01-06,109.18,Overdue,31.07,117,142,False
C0200,2024-07-18,110.41,Paid,89.65,9,123,True
C0972,2024-10-29,179.03,Paid,14.14,88,91,False
C0863,2024-08-09,21.15,Due,88.31,93,188,True
C0808,2024-11-16,147.73,Paid,23.04,252,111,False
C0481,2024-12-24,140.78,Overdue,7.63,41,143,False
C0443,2025-05-29,141.03,Due,48.77,200,52,True
C0914,2024-10-20,164.75,Paid,16.33,359,2,False
C0940,2025-04-30,83.24,Paid,2.97,112,160,False
C0357,2024-06-26,137.9,Paid,25.98,209,158,False
C0782,2024-12-20,40.69,Paid,28.67,157,45,True
C0061,2025-01-10,23.91,Due,93.09,416,118,True
C0331,2024-07-03,181.35,Due,7.93,66,24,False
C0538,2025-02-05,130.85,Paid,20.58,210,136,True
C0554,2024-10-08,199.99,Paid,45.49,11,154,True
C0855,2024-10-16,129.19,Paid,24.3,254,108,False
C0326,2025-02-01,24.81,Paid,55.48,450,20,False
C0596,2024-09-29,49.79,Due,74.28,333,52,False
C0986,2025-02-24,119.54,Paid,30.07,466,180,True
C0976,2025-05-04,110.11,Due,6.74,470,193,False
C0491,2024-10-08,119.39,Overdue,55.54,161,89,False
C0645,2024-10-24,71.76,Paid,7.37,14,127,False
C0175,2024-08-30,191.02,Overdue,69.17,167,116,False
C0396,2024-07-04,13.12,Paid,77.7,388,83,False
C0141,2024-06-11,38.15,Due,73.58,342,165,False
C0559,2025-04-24,16.89,Due,83.26,489,50,False
C0688,2024-12-25,24.22,Due,72.79,466,147,False
C0548,2024-12-09,82.26,Overdue,42.42,373,79,False
C0935,2024-11-05,143.94,Due,80.59,30,61,False
C0450,2024-08-15,117.58,Paid,37.43,72,178,False
C0841,2025-05-11,170.37,Overdue,22.27,78,57,True
C0818,2025-04-29,194.51,Paid,68.3,99,11,True
C0313,2024-11-04,126.42,Due,2.24,340,87,False
C0072,2024-10-01,98.18,Due,18.74,234,118,False
C0202,2024-08-14,113.26,Due,31.57,254,76,True
C0177,2025-02-02,173.99,Due,12.6,452,49,False
C0928,2024-08-14,25.89,Overdue,32.99,339,107,False
C0829,2024-12-26,98.44,Due,95.45,174,20,True
C0051,2024-07-31,95.85,Due,98.01,495,158,True
C0834,2025-04-16,89.14,Overdue,90.27,106,58,True
C0266,2025-05-08,166.13,Due,14.97,87,185,True
C0833,2024-07-26,85.45,Due,56.41,313,176,False
C0249,2024-11-23,92.92,Due,77.51,438,162,False
C0441,2024-07-05,16.44,Paid,64.63,290,29,False
C0430,2025-02-04,95.1,Overdue,16.87,140,100,False
C0805,2024-10-07,103.77,Overdue,85.79,280,107,True
C0060,2024-10-11,197.41,Due,89.79,410,62,False
C0642,2024-08-19,134.83,Due,57.37,392,42,False
C0957,2024-07-31,196.64,Overdue,20.83,350,21,False
C0996,2024-10-03,30.53,Paid,11.62,360,61,False
C0522,2025-02-12,152.06,Paid,33.85,81,148,False
C0245,2024-08-14,34.68,Overdue,66.13,396,54,False
C0476,2025-05-09,47.32,Overdue,40.07,431,51,False
C0595,2024-08-13,41.82,Due,1.47,344,94,True
C0794,2025-02-27,19.14,Overdue,44.32,497,69,False
C0990,2025-01-29,109.03,Due,57.03,464,21,False
C0899,2025-05-11,26.73,Paid,18.44,371,135,False
C0401,2024-10-16,67.37,Paid,93.29,9,69,True
C0122,2025-05-12,167.33,Overdue,92.01,278,125,False
C0707,2025-03-28,199.06,Due,74.02,327,84,True
C0958,2024-11-05,72.91,Paid,42.8,317,87,False
C0455,2025-02-15,86.23,Paid,93.26,65,48,True
C0137,2025-03-21,78.55,Paid,29.06,15,14,False
C0432,2024-09-03,34.79,Overdue,41.73,134,7,False
C0538,2025-04-23,155.84,Paid,98.2,292,94,True
C0194,2024-11-12,29.22,Overdue,44.85,86,22,False
C0497,2025-04-19,88.41,Paid,2.14,153,179,False
C0909,2024-07-24,65.5,Paid,53.89,48,46,True
C0557,2024-08-13,109.6,Overdue,61.76,375,12,True
C0465,2025-03-22,34.3,Paid,99.72,328,161,False
C0920,2024-10-23,160.43,Overdue,59.63,428,167,True
C0796,2024-10-10,126.43,Overdue,13.76,268,9,False
C0353,2025-03-06,173.1,Overdue,66.69,122,106,True
C0401,2025-01-10,110.38,Due,5.34,129,49,False
C0797,2025-03-08,168.04,Paid,6.6,240,73,True
C0065,2025-05-30,37.21,Overdue,67.03,27,34,True
C0894,2025-04-03,40.41,Due,23.99,182,152,False
C0031,2024-08-11,52.0,Paid,90.09,193,153,False
C0579,2024-12-13,83.48,Paid,30.98,302,76,False
C0367,2024-12-25,42.96,Paid,62.69,221,87,False
C0574,2025-02-22,154.17,Overdue,84.7,308,140,True
C0317,2024-09-15,27.66,Paid,58.31,145,35,False
C0293,2025-01-17,133.48,Due,32.28,357,29,False
C0659,2024-12-29,184.36,Due,68.43,177,71,True
C0197,2024-07-21,115.32,Paid,77.75,267,144,True
C0458,2025-04-02,140.03,Overdue,42.37,111,132,False
C0915,2024-12-26,24.88,Overdue,57.81,204,97,False
C0138,2024-08-13,115.95,Paid,11.41,21,58,False
C0569,2025-05-30,55.67,Paid,98.8,375,152,True
C0711,2024-07-24,22.94,Due,6.13,337,95,False
C0789,2025-04-13,157.64,Paid,53.11,134,9,False
C0885,2024-09-09,151.17,Paid,52.46,99,124,True
C0992,2024-09-30,66.24,Paid,65.83,406,15,True
C0353,2025-05-06,139.91,Overdue,97.96,482,22,False
C0395,2024-12-06,30.35,Due,7.28,305,0,True
C0650,2024-06-03,55.58,Overdue,77.27,147,44,True
C0670,2024-07-20,99.17,Paid,31.48,221,88,True
C0172,2024-10-30,26.97,Paid,88.59,499,20,False
C0217,2025-02-08,18.13,Paid,78.47,36,163,True
C0626,2024-11-30,170.68,Due,8.02,393,158,False
C0299,2024-12-23,37.82,Paid,63.02,131,96,False
C0136,2025-05-21,76.59,Due,55.52,77,190,False
C0464,2025-04-19,197.68,Paid,21.46,82,60,False
C0365,2024-06-17,178.17,Paid,60.15,78,83,False
C0597,2024-12-07,117.07,Due,15.55,181,7,False
C0967,2025-05-01,147.13,Due,47.54,292,135,False
C0320,2025-01-29,124.59,Paid,37.92,455,157,False
C0008,2024-06-30,117.11,Due,51.87,80,16,False
C0808,2024-12-07,42.26,Overdue,88.04,59,117,False
C0868,2024-09-17,170.37,Due,24.25,336,40,False
C0077,2025-03-16,161.69,Paid,16.47,132,75,True
C0898,2025-05-24,102.7,Overdue,76.47,185,76,True
C0052,2024-08-27,22.94,Paid,67.77,463,158,False
C0850,2025-02-15,158.35,Paid,10.15,269,59,False
C0447,2024-07-16,11.48,Overdue,87.63,22,100,False
C0506,2025-04-14,27.65,Due,87.21,444,148,True
C0531,2025-01-12,193.05,Paid,63.87,385,198,False
C0122,2025-01-13,72.77,Paid,70.76,31,94,True
C0853,2025-04-19,174.85,Overdue,12.96,311,33,False
C0181,2025-03-03,161.7,Due,61.63,259,154,True
C0649,2024-12-29,27.81,Due,24.18,22,163,True
C0949,2024-11-17,15.26,Due,64.15,241,199,True
C0141,2024-11-22,69.62,Paid,89.89,266,125,False
C0957,2025-01-19,151.91,Overdue,97.01,57,173,True
C0798,2024-11-13,140.58,Overdue,3.84,195,191,True
C0757,2024-07-06,60.11,Paid,61.15,492,96,False
C0611,2024-08-17,166.31,Paid,23.36,280,121,False
C0743,2024-06-13,77.12,Paid,10.78,57,174,False
C0713,2025-05-15,161.05,Due,57.41,297,75,True
C0143,2025-01-20,68.58,Overdue,83.4,314,123,False
C0034,2025-03-01,164.49,Paid,88.69,306,102,True
C0876,2024-06-28,178.41,Paid,6.87,247,105,False
C0480,2024-10-03,91.6,Overdue,30.44,308,12,False
C0964,2024-06-13,115.89,Paid,78.88,10,145,False
C0446,2024-06-12,33.6,Due,91.0,454,14,False
C0126,2025-01-13,88.78,Due,23.26,179,113,True
C0610,2025-01-15,136.02,Paid,61.36,226,132,True
C0028,2025-04-19,60.96,Due,29.36,318,58,False
C0416,2024-12-31,54.22,Overdue,34.86,454,134,True
C0728,2025-04-10,169.53,Overdue,7.88,50,132,False
C0906,2024-07-14,70.38,Overdue,51.94,366,71,False
C0588,2024-07-11,135.66,Due,13.46,65,183,True
C0189,2024-12-27,169.83,Paid,94.08,98,125,False
C0924,2024-06-16,186.22,Paid,14.72,477,43,True
C0928,2024-08-02,193.9,Due,42.97,26,170,True
C0744,2025-04-18,133.13,Paid,80.09,396,76,False
C0670,2024-11-27,41.25,Paid,79.38,461,166,False
C0059,2024-11-16,147.27,Overdue,53.83,71,96,True
C0576,2025-01-12,57.07,Overdue,31.74,427,91,False
C0633,2024-11-09,178.5,Overdue,14.61,398,161,False
C0284,2024-08-17,103.39,Paid,88.58,265,130,False
C0912,2025-04-30,144.8,Overdue,65.33,136,23,False
C0577,2025-02-22,109.05,Paid,42.75,48,10,False
C0195,2024-07-17,122.75,Due,7.18,169,173,False
C0201,2024-11-27,106.4,Due,59.28,91,42,False
C0697,2024-09-28,67.29,Paid,16.63,153,186,True
C0116,2025-04-08,188.37,Paid,27.34,73,133,True
C0868,2024-11-02,145.77,Paid,22.74,133,11,True
C0265,2024-08-15,123.21,Overdue,87.85,292,96,False
C0714,2024-06-10,145.61,Due,53.69,291,193,True
C0840,2024-06-12,189.07,Due,35.56,29,37,True
C0756,2025-03-20,139.43,Paid,24.49,235,2,False
C0313,2025-04-05,79.87,Paid,26.12,314,44,True
C0162,2025-03-14,133.99,Due,5.11,258,183,False
C0858,2024-10-09,61.93,Paid,3.54,256,161,True
C0895,2024-11-10,76.84,Paid,73.53,231,63,False
C0760,2025-03-19,123.49,Due,12.93,480,142,False
C0387,2025-03-31,54.54,Overdue,17.78,94,24,False
C0235,2024-08-13,77.24,Overdue,62.2,148,139,False
C0191,2025-05-28,18.29,Overdue,50.64,364,90,True
C0193,2024-10-07,198.79,Paid,4.98,404,127,False
C0962,2024-06-28,189.6,Overdue,59.65,96,78,True
C0473,2024-07-18,169.99,Due,90.83,0,124,True
C0653,2024-08-01,74.12,Overdue,25.83,323,35,True
C0275,2024-11-28,75.27,Overdue,8.67,258,48,False
C0676,2024-12-16,75.92,Paid,75.1,147,126,True
C0588,2025-02-23,143.42,Due,45.38,174,178,True
C0342,2024-07-20,162.05,Paid,3.26,220,116,True
C0860,2024-11-18,148.39,Overdue,99.09,241,63,False
C0681,2024-10-25,195.15,Paid,77.66,234,74,True
C0895,2025-05-07,13.05,Paid,11.7,237,134,False
C0971,2024-11-05,146.5,Due,88.95,50,30,False
C0971,2024-06-11,89.64,Overdue,89.39,178,76,False
C0869,2024-10-31,109.24,Due,7.6,423,46,True
C0101,2024-06-11,191.84,Due,43.51,112,172,True
C0627,2025-02-03,86.72,Due,38.77,145,33,True
C0957,2025-03-18,74.94,Paid,64.08,472,169,True
C0571,2024-09-13,50.32,Due,94.31,473,158,True
C0323,2025-02-03,96.83,Paid,4.52,392,126,True
C0776,2024-08-21,180.14,Paid,19.82,111,62,True
C0030,2024-11-10,138.87,Paid,63.85,137,42,False
C0462,2025-03-11,49.36,Due,53.63,477,114,True
C0695,2024-10-05,121.91,Overdue,41.09,398,44,False
C0639,2024-12-07,88.5,Paid,63.47,392,60,True
C0259,2024-11-18,29.91,Paid,87.89,76,21,False
C0368,2025-02-24,83.23,Due,24.83,311,43,False
C0504,2024-11-12,180.82,Paid,67.28,139,16,False
C0191,2024-12-12,169.9,Paid,58.74,228,149,False
C0703,2025-04-21,152.36,Overdue,29.22,111,186,True
C0297,2025-01-21,94.81,Paid,96.87,62,31,False
C0476,2024-08-06,72.59,Paid,88.35,277,16,True
C0667,2025-01-30,141.76,Overdue,86.18,253,146,False
C0805,2024-06-07,199.28,Overdue,47.24,266,75,False
C0528,2024-11-23,99.23,Overdue,34.66,357,104,True
C0184,2024-11-03,98.49,Paid,59.32,377,51,False
C0716,2024-11-07,197.51,Overdue,31.59,448,177,True
C0412,2025-03-10,182.47,Due,51.31,364,157,True
C0216,2024-07-10,139.65,Due,17.75,356,78,True
C0713,2024-10-12,102.16,Due,74.13,101,43,True
C0556,2024-07-05,56.24,Due,58.27,390,42,False
C0135,2024-11-08,52.72,Due,75.06,25,194,True
C0688,2024-06-23,15.59,Overdue,1.28,450,90,True
C0427,2025-01-10,38.49,Paid,65.95,400,69,True
C0399,2024-11-24,197.24,Paid,27.66,22,140,True
C0717,2025-04-25,70.03,Due,70.09,330,188,True
C0842,2025-03-16,85.37,Overdue,8.41,326,177,False
C0568,2025-04-12,147.66,Overdue,24.95,347,140,True
C0606,2024-12-20,65.25,Paid,55.61,290,128,False
C0308,2024-12-09,123.08,Due,65.23,65,81,False
C0498,2024-07-29,162.0,Overdue,47.48,98,139,False
C0340,2024-12-24,35.36,Paid,97.61,320,54,False
C0602,2024-09-06,44.06,Paid,79.77,207,136,False
C0123,2025-01-21,26.97,Paid,69.55,323,101,False
C0883,2025-02-14,184.29,Due,9.7,72,48,False
C0569,2024-09-19,69.7,Overdue,34.68,0,184,True
C0885,2024-07-17,118.51,Paid,99.48,435,123,True
C0875,2025-03-03,20.23,Overdue,85.72,197,189,True
C0673,2024-07-19,155.62,Paid,35.66,244,175,False
C0296,2024-09-05,91.69,Overdue,34.79,128,195,True
C0995,2024-07-31,60.87,Overdue,95.9,413,73,False
C0937,2025-04-30,29.81,Paid,78.57,426,93,False
C0646,2025-04-01,46.99,Overdue,17.45,471,163,False
C0278,2024-10-15,176.54,Due,46.46,417,144,True
C0104,2025-03-20,131.2,Due,98.01,255,54,True
C0026,2024-06-13,187.81,Paid,26.72,38,30,True
C0250,2024-07-14,61.51,Due,49.39,53,154,True
C0194,2024-08-02,48.09,Paid,56.8,13,124,False
C0222,2025-01-06,149.45,Due,59.92,370,7,False
C0498,2025-03-02,159.61,Overdue,29.89,56,98,True
C0172,2025-05-04,178.59,Overdue,13.87,245,90,False
C0079,2024-12-16,100.52,Due,17.75,479,130,False
C0191,2025-01-05,118.95,Overdue,67.0,163,2,True
C0488,2024-06-06,157.93,Overdue,88.76,219,89,True
C0329,2024-10-02,18.76,Overdue,75.2,360,3,True
C0232,2024-07-05,171.36,Due,6.92,0,64,False
C0278,2025-04-27,24.69,Paid,30.87,378,43,True
C0683,2024-11-25,71.51,Due,33.74,494,75,False
C0244,2024-06-23,178.31,Due,71.44,131,167,True
C0902,2024-12-27,80.94,Overdue,26.03,273,89,True
C0240,2025-01-03,13.75,Paid,86.48,174,159,True
C0563,2025-04-29,148.22,Due,29.36,75,136,True
C0373,2025-05-14,191.89,Overdue,22.39,137,154,False
C0130,2024-11-05,153.9,Paid,17.26,234,24,True
C0840,2024-07-27,30.09,Paid,71.65,94,196,True
C0098,2024-07-29,169.23,Paid,21.87,498,159,True
C0668,2025-02-28,98.27,Overdue,60.2,290,94,True
C0792,2025-04-18,191.45,Due,21.59,209,93,True
C0572,2024-12-06,57.23,Paid,23.55,157,29,False
C0418,2024-10-31,160.42,Due,86.42,16,197,False
C0858,2024-11-21,121.65,Due,30.49,485,15,True
C0955,2024-12-12,160.79,Due,33.56,130,10,True
C0781,2025-05-02,75.29,Overdue,13.24,179,11,False
C0064,2024-07-21,167.7,Overdue,24.38,243,39,True
C0392,2025-05-02,62.75,Paid,34.45,396,88,False
C0875,2024-11-06,179.4,Paid,42.37,137,198,False
C0297,2024-10-06,197.83,Overdue,4.76,477,51,False
C0760,2024-09-25,67.24,Paid,54.49,27,70,True
C0402,2024-11-19,50.52,Overdue,25.85,366,137,True
C0107,2024-10-02,123.45,Paid,97.2,408,35,True
C0576,2024-07-19,103.17,Overdue,55.28,90,42,True
C0817,2024-10-06,198.07,Due,79.57,489,147,False
C0927,2025-01-29,80.33,Paid,12.1,424,102,True
C0379,2025-05-13,13.58,Due,39.38,392,37,True
C0843,2025-04-19,127.87,Paid,4.12,404,66,True
C0909,2025-01-19,127.36,Due,95.28,72,197,True
C0307,2024-09-24,126.6,Paid,67.33,424,173,False
C0905,2024-09-26,31.65,Paid,6.47,6,91,False
C0110,2024-10-31,191.01,Due,11.29,211,86,True
C0937,2024-09-11,120.03,Due,11.55,107,102,True
C0933,2024-09-16,153.06,Due,53.39,463,198,True
C0705,2024-08-23,156.98,Paid,7.38,343,162,False
C0307,2024-07-24,116.31,Due,3.81,445,105,True
C0942,2025-04-01,195.0,Overdue,5.67,496,111,True
C0599,2024-07-28,101.9,Overdue,69.47,56,108,False
C0390,2025-03-19,171.97,Overdue,80.0,307,57,True
C0416,2024-08-31,16.16,Paid,45.65,411,191,True
C0507,2025-02-06,185.24,Overdue,64.45,442,45,False
C0207,2025-04-30,87.93,Overdue,36.9,262,130,True
C0567,2024-07-29,31.71,Paid,23.56,172,70,True
C0716,2025-02-21,121.83,Paid,82.32,275,21,True
C0339,2025-04-29,80.92,Overdue,34.18,313,196,False
C0894,2024-11-27,193.15,Paid,37.42,298,125,True
C0071,2024-12-02,20.19,Overdue,40.41,234,94,True
C0037,2025-03-15,75.61,Paid,76.47,379,195,True
C0399,2025-04-13,112.64,Overdue,19.97,376,144,True
C0539,2025-01-26,125.62,Paid,13.42,325,146,True
C0500,2025-05-10,167.67,Paid,16.32,345,185,True
C0911,2024-09-26,148.5,Paid,92.59,169,167,False
C0722,2024-08-09,136.19,Paid,87.04,379,56,False
C0271,2024-10-31,108.74,Overdue,3.25,438,179,True
C0782,2024-10-27,104.52,Overdue,80.26,198,112,False
C0986,2024-06-17,163.85,Overdue,23.45,390,115,False
