customer_id,timestamp,activity_type,data_volume_mb,duration_seconds,age,gender,location,signup_date,contract_type,service_plan,monthly_charges,total_charges,payment_method,churn,page_visited,visit_timestamp,time_on_page_seconds,browser,bill_date,amount_due,payment_status,data_usage_gb,call_minutes,sms_count,promo_applied
C0213,2025-06-03 04:01:34.608329+00:00,Call,0.0,0.0,61,Male,Chicago,2022-09-21 00:00:00+00:00,Monthly,Premium,22.89,3778.01,Mail,1,,,,,2024-06-30 00:00:00+00:00,42.89,Paid,69.85,389.0,152.0,False
C0083,2025-06-03 14:31:34.608333+00:00,Sms_Sent,51.0,0.0,24,Male,New York,2024-12-08 00:00:00+00:00,Monthly,Standard,74.97,2038.85,Mail,1,,,,,2024-06-03 00:00:00+00:00,38.03,Paid,38.1,382.0,22.0,False
C0862,2025-06-03 15:30:34.608337+00:00,App_Login,20.0,0.0,67,Other,Los Angeles,2022-11-13 00:00:00+00:00,Annual,Premium,145.16,3935.03,Mail,1,,,,,2024-10-08 00:00:00+00:00,79.98,Due,66.14,258.0,107.0,True
C0614,2025-06-03 00:23:34.608339+00:00,App_Login,41.0,0.0,59,Male,Chicago,2022-10-23 00:00:00+00:00,Monthly,Premium,37.4,2218.11,Mail,1,,,,,2024-10-17 00:00:00+00:00,160.72,Paid,40.06,55.0,35.0,False
C0575,2025-06-02 22:47:34.608341+00:00,Call,43.0,0.0,68,Other,Houston,2024-06-10 00:00:00+00:00,Monthly,Basic,35.92,4106.88,Credit Card,0,,,,,2024-11-14 00:00:00+00:00,89.54,Due,23.34,24.0,103.0,True
C0038,2025-06-02 23:38:34.608343+00:00,App_Login,56.0,18.0,35,Male,Los Angeles,2024-06-02 00:00:00+00:00,Two Year,Standard,48.36,930.13,Bank Transfer,0,,,,,2024-06-26 00:00:00+00:00,178.81,Due,60.81,326.0,126.0,True
C0337,2025-06-03 11:29:34.608347+00:00,Data_Usage,84.0,294.0,36,Other,Los Angeles,2024-05-19 00:00:00+00:00,Monthly,Basic,97.97,322.78,Mail,1,,,,,2024-06-18 00:00:00+00:00,18.31,Due,62.31,44.0,181.0,False
C0833,2025-06-02 20:11:34.608352+00:00,Call,95.0,0.0,39,Female,Miami,2024-03-29 00:00:00+00:00,Two Year,Basic,88.58,2680.43,Credit Card,0,,,,,2025-05-17 00:00:00+00:00,47.26,Paid,90.79,206.0,39.0,True
C0981,2025-06-02 23:52:34.608356+00:00,Data_Usage,16.0,0.0,29,Other,Chicago,2024-05-15 00:00:00+00:00,Monthly,Basic,103.29,3570.0,Mail,1,,,,,2024-09-10 00:00:00+00:00,51.83,Due,34.6,371.0,8.0,False
C0766,2025-06-03 08:02:34.608357+00:00,Call,41.0,309.0,30,Male,Houston,2024-11-18 00:00:00+00:00,Annual,Standard,92.02,2669.89,Bank Transfer,1,,,,,2025-04-19 00:00:00+00:00,132.5,Due,43.88,423.0,145.0,False
C0771,2025-06-02 18:46:34.608362+00:00,App_Login,54.0,0.0,24,Male,Chicago,2023-09-06 00:00:00+00:00,Monthly,Standard,122.93,3898.93,E-Wallet,1,,,,,2024-08-20 00:00:00+00:00,39.4,Due,40.14,157.0,19.0,True
C0066,2025-06-03 04:06:34.608368+00:00,Call,50.0,0.0,43,Female,Houston,2024-10-10 00:00:00+00:00,Monthly,Basic,68.1,459.72,Credit Card,0,,,,,2025-02-14 00:00:00+00:00,69.1,Overdue,64.72,400.0,10.0,True
C0895,2025-06-03 11:44:34.608370+00:00,Video_Stream,0.0,56.0,20,Male,Houston,2023-10-14 00:00:00+00:00,Two Year,Standard,48.8,2547.7,E-Wallet,0,,,,,2025-02-26 00:00:00+00:00,39.9,Overdue,67.29,154.0,46.0,True
C0465,2025-06-03 12:34:34.608373+00:00,Call,17.0,0.0,32,Other,Miami,2023-08-13 00:00:00+00:00,Annual,Basic,49.37,2820.74,Mail,1,,,,,2024-09-28 00:00:00+00:00,165.25,Overdue,78.31,215.0,76.0,True
C0132,2025-06-03 08:53:34.608383+00:00,Data_Usage,48.0,0.0,23,Other,Houston,2022-09-23 00:00:00+00:00,Two Year,Basic,105.03,2765.93,Mail,1,,,,,2025-06-02 00:00:00+00:00,197.4,Paid,41.12,206.0,177.0,False
C0983,2025-06-02 20:53:34.608389+00:00,Call,0.0,0.0,26,Female,Chicago,2023-07-25 00:00:00+00:00,Annual,Standard,138.96,2968.46,Credit Card,0,Forum,2025-06-03 16:05:25.053523+00:00,125.0,Edge,2024-12-26 00:00:00+00:00,78.28,Due,45.5,296.0,43.0,False
C0792,2025-06-03 16:01:34.608390+00:00,Data_Usage,97.0,0.0,37,Other,Miami,2022-12-08 00:00:00+00:00,Monthly,Basic,78.01,380.57,Bank Transfer,0,,,,,2024-06-17 00:00:00+00:00,152.01,Paid,22.94,149.0,105.0,True
C0921,2025-06-03 04:12:34.608392+00:00,Data_Usage,45.0,0.0,56,Male,Los Angeles,2023-02-05 00:00:00+00:00,Monthly,Standard,74.56,895.3,Credit Card,1,,,,,2024-10-15 00:00:00+00:00,98.59,Due,68.48,386.0,80.0,False
C0107,2025-06-03 14:21:34.608394+00:00,Video_Stream,0.0,58.0,29,Other,Los Angeles,2025-05-03 00:00:00+00:00,Monthly,Basic,122.81,4470.01,Credit Card,1,,,,,2024-11-28 00:00:00+00:00,155.58,Due,55.14,332.0,98.0,False
C0271,2025-06-02 21:38:34.608396+00:00,Sms_Sent,0.0,109.0,55,Other,New York,2023-04-29 00:00:00+00:00,Annual,Basic,97.23,266.65,E-Wallet,1,,,,,2024-11-29 00:00:00+00:00,98.0,Paid,49.23,166.0,140.0,False
C0206,2025-06-03 08:57:34.608398+00:00,Sms_Sent,21.0,0.0,64,Male,New York,2024-04-08 00:00:00+00:00,Annual,Basic,106.46,1312.14,E-Wallet,0,,,,,2024-09-10 00:00:00+00:00,108.66,Overdue,99.96,114.0,81.0,True
C0688,2025-06-03 16:17:34.608402+00:00,App_Login,97.0,0.0,35,Female,New York,2024-04-16 00:00:00+00:00,Two Year,Premium,32.84,3182.5,Credit Card,0,,,,,2024-09-06 00:00:00+00:00,121.48,Overdue,38.15,339.0,178.0,True
C0237,2025-06-02 22:04:34.608404+00:00,Video_Stream,3.0,0.0,34,Male,Chicago,2024-07-10 00:00:00+00:00,Annual,Basic,141.44,3516.97,Credit Card,0,,,,,2025-01-18 00:00:00+00:00,109.72,Due,79.75,12.0,76.0,True
C0648,2025-06-03 06:04:34.608406+00:00,App_Login,57.0,0.0,19,Female,New York,2023-01-22 00:00:00+00:00,Monthly,Premium,67.18,1173.44,E-Wallet,1,,,,,2024-10-06 00:00:00+00:00,190.97,Paid,19.77,208.0,79.0,False
C0824,2025-06-03 09:46:34.608408+00:00,Call,0.0,0.0,70,Other,New York,2024-01-15 00:00:00+00:00,Annual,Standard,124.45,3760.3,Mail,1,,,,,2025-04-25 00:00:00+00:00,12.42,Overdue,26.36,138.0,126.0,False
C0589,2025-06-02 20:11:34.608414+00:00,App_Login,76.0,0.0,44,Female,Miami,2025-03-06 00:00:00+00:00,Annual,Basic,119.3,2899.57,Bank Transfer,0,,,,,2025-04-03 00:00:00+00:00,164.98,Due,45.03,211.0,64.0,False
C0786,2025-06-03 16:27:34.608416+00:00,Sms_Sent,99.0,0.0,69,Female,Houston,2023-12-26 00:00:00+00:00,Annual,Basic,149.49,4889.85,Credit Card,0,,,,,2025-01-22 00:00:00+00:00,81.04,Due,62.85,366.0,184.0,True
C0676,2025-06-03 08:55:34.608427+00:00,Video_Stream,0.0,0.0,24,Female,Miami,2022-11-18 00:00:00+00:00,Two Year,Basic,148.27,3628.3,Mail,1,,,,,2024-09-24 00:00:00+00:00,37.76,Due,31.9,27.0,26.0,False
C0486,2025-06-03 05:22:34.608431+00:00,Data_Usage,23.0,244.0,28,Male,Houston,2024-08-19 00:00:00+00:00,Annual,Basic,118.64,2374.33,Credit Card,0,,,,,2025-05-22 00:00:00+00:00,112.28,Due,9.63,56.0,50.0,True
C0322,2025-06-03 00:33:34.608435+00:00,Data_Usage,3.0,55.0,23,Male,Los Angeles,2023-07-26 00:00:00+00:00,Monthly,Basic,93.55,2089.04,E-Wallet,0,,,,,2024-08-15 00:00:00+00:00,70.96,Overdue,25.68,214.0,1.0,True
C0388,2025-06-03 09:43:34.608438+00:00,App_Login,58.0,0.0,21,Female,New York,2023-01-27 00:00:00+00:00,Annual,Standard,123.71,4361.33,Bank Transfer,1,,,,,,,,,,,
C0772,2025-06-02 22:16:34.608440+00:00,Call,0.0,0.0,36,Other,New York,2023-01-06 00:00:00+00:00,Annual,Basic,79.79,3798.41,Credit Card,0,,,,,2024-11-14 00:00:00+00:00,23.57,Paid,18.54,89.0,141.0,True
C0731,2025-06-03 11:09:34.608441+00:00,Sms_Sent,0.0,0.0,52,Other,Houston,2023-01-10 00:00:00+00:00,Annual,Premium,80.16,4812.76,Bank Transfer,0,,,,,2025-02-18 00:00:00+00:00,35.89,Overdue,9.42,394.0,109.0,False
C0004,2025-06-03 07:44:34.608443+00:00,Video_Stream,66.0,54.0,58,Female,Chicago,2024-01-21 00:00:00+00:00,Two Year,Premium,128.47,1024.15,E-Wallet,1,,,,,2025-03-29 00:00:00+00:00,181.5,Paid,82.93,37.0,11.0,False
C0935,2025-06-02 18:29:34.608445+00:00,Video_Stream,76.0,0.0,54,Other,Miami,2025-04-07 00:00:00+00:00,Annual,Premium,58.2,4086.08,Mail,0,,,,,2024-07-19 00:00:00+00:00,20.25,Overdue,8.02,404.0,47.0,False
C0915,2025-06-02 17:29:34.608447+00:00,Video_Stream,82.0,0.0,37,Male,Chicago,2024-02-25 00:00:00+00:00,Annual,Basic,97.29,1097.16,Credit Card,1,,,,,2024-12-24 00:00:00+00:00,30.81,Paid,23.22,185.0,6.0,False
C0592,2025-06-03 09:19:34.608451+00:00,Sms_Sent,34.0,514.0,53,Male,New York,2025-02-28 00:00:00+00:00,Monthly,Basic,134.68,2102.95,Credit Card,1,,,,,2025-02-08 00:00:00+00:00,195.86,Overdue,9.06,374.0,131.0,False
C0298,2025-06-02 17:59:34.608458+00:00,Sms_Sent,0.0,0.0,41,Male,New York,2023-11-11 00:00:00+00:00,Annual,Premium,100.09,4779.8,E-Wallet,1,,,,,2025-02-13 00:00:00+00:00,160.62,Due,8.71,292.0,40.0,True
C0089,2025-06-03 00:13:34.608459+00:00,Data_Usage,69.0,0.0,53,Female,Houston,2023-07-01 00:00:00+00:00,Annual,Premium,114.38,292.94,Bank Transfer,0,,,,,2024-11-14 00:00:00+00:00,164.67,Paid,8.19,150.0,118.0,False
C0521,2025-06-03 03:14:34.608463+00:00,Sms_Sent,0.0,0.0,44,Other,Houston,2023-02-28 00:00:00+00:00,Annual,Basic,40.64,2799.92,Bank Transfer,0,,,,,2025-04-06 00:00:00+00:00,160.68,Overdue,39.1,475.0,115.0,False
C0538,2025-06-03 02:26:34.608465+00:00,Video_Stream,24.0,0.0,33,Female,Los Angeles,2024-05-08 00:00:00+00:00,Monthly,Basic,123.1,2811.08,Mail,1,,,,,2025-02-15 00:00:00+00:00,189.24,Due,30.68,469.0,179.0,True
C0426,2025-06-03 11:10:34.608467+00:00,Data_Usage,25.0,386.0,24,Male,New York,2023-11-30 00:00:00+00:00,Monthly,Basic,140.09,1103.02,Bank Transfer,0,,,,,2024-10-07 00:00:00+00:00,129.71,Due,64.75,189.0,66.0,False
C0609,2025-06-02 19:42:34.608473+00:00,App_Login,36.0,260.0,18,Other,Chicago,2023-09-29 00:00:00+00:00,Monthly,Premium,33.93,4999.94,Bank Transfer,0,,,,,2024-12-08 00:00:00+00:00,99.44,Overdue,8.54,231.0,163.0,False
C0352,2025-06-02 17:38:34.608483+00:00,App_Login,10.0,355.0,39,Female,Miami,2022-09-11 00:00:00+00:00,Two Year,Premium,21.3,2282.39,Bank Transfer,0,,,,,2024-12-02 00:00:00+00:00,150.08,Due,99.93,367.0,129.0,True
C0404,2025-06-03 11:52:34.608492+00:00,Data_Usage,52.0,0.0,52,Male,Los Angeles,2022-12-18 00:00:00+00:00,Monthly,Basic,111.66,2247.4,Credit Card,0,,,,,2024-10-11 00:00:00+00:00,12.19,Paid,29.52,350.0,81.0,False
C0303,2025-06-02 23:02:34.608496+00:00,Video_Stream,0.0,0.0,64,Female,Chicago,2023-03-15 00:00:00+00:00,Two Year,Premium,131.54,775.88,Mail,1,,,,,2024-08-02 00:00:00+00:00,185.39,Due,25.11,342.0,166.0,False
C0645,2025-06-02 22:15:34.608498+00:00,Data_Usage,0.0,0.0,29,Male,Miami,2023-05-18 00:00:00+00:00,Two Year,Standard,148.86,2726.86,E-Wallet,0,,,,,2024-09-07 00:00:00+00:00,173.01,Overdue,88.43,295.0,110.0,True
C0124,2025-06-03 11:50:34.608499+00:00,Call,87.0,115.0,20,Male,Houston,2024-05-10 00:00:00+00:00,Annual,Basic,48.64,762.38,Credit Card,0,,,,,2025-04-24 00:00:00+00:00,172.23,Paid,36.14,426.0,97.0,True
C0859,2025-06-03 00:20:34.608503+00:00,Call,8.0,0.0,56,Other,Houston,2023-09-30 00:00:00+00:00,Annual,Basic,82.49,4427.47,Bank Transfer,1,,,,,2024-10-11 00:00:00+00:00,47.87,Due,20.39,376.0,43.0,True
C0953,2025-06-03 12:30:34.608505+00:00,Data_Usage,15.0,345.0,29,Other,Chicago,2023-09-30 00:00:00+00:00,Two Year,Basic,102.76,4688.18,Bank Transfer,0,Faq,2025-06-03 16:12:25.053491+00:00,218.0,Edge,2025-04-28 00:00:00+00:00,113.13,Paid,44.34,297.0,76.0,True
C0427,2025-06-03 01:35:34.608508+00:00,Call,90.0,184.0,70,Male,New York,2024-04-21 00:00:00+00:00,Monthly,Basic,55.21,4251.69,E-Wallet,0,,,,,2024-08-29 00:00:00+00:00,161.47,Due,3.15,391.0,94.0,True
C0195,2025-06-02 23:43:34.608513+00:00,Call,95.0,0.0,62,Male,Miami,2022-10-18 00:00:00+00:00,Annual,Premium,143.1,4567.31,Mail,1,,,,,2024-07-22 00:00:00+00:00,37.32,Due,55.25,76.0,47.0,False
C0924,2025-06-03 06:41:34.608515+00:00,Sms_Sent,70.0,0.0,58,Male,New York,2023-07-29 00:00:00+00:00,Monthly,Basic,140.01,3551.72,Bank Transfer,0,,,,,2025-03-26 00:00:00+00:00,133.67,Overdue,56.35,52.0,114.0,True
C0681,2025-06-03 07:30:34.608517+00:00,Sms_Sent,43.0,0.0,39,Male,Houston,2023-11-13 00:00:00+00:00,Annual,Premium,86.27,4640.7,Mail,0,,,,,2025-04-09 00:00:00+00:00,33.05,Paid,56.18,314.0,125.0,True
C0920,2025-06-03 01:32:34.608519+00:00,Sms_Sent,87.0,154.0,44,Female,Los Angeles,2024-08-03 00:00:00+00:00,Annual,Premium,46.79,3240.21,Mail,0,Support,2025-06-03 15:21:25.053571+00:00,245.0,Firefox,2024-10-15 00:00:00+00:00,169.37,Overdue,20.77,302.0,189.0,True
C0113,2025-06-03 05:48:34.608532+00:00,Call,15.0,0.0,18,Female,Los Angeles,2025-04-26 00:00:00+00:00,Two Year,Premium,107.47,2186.55,Credit Card,0,,,,,2024-08-05 00:00:00+00:00,174.94,Overdue,28.19,444.0,15.0,True
C0035,2025-06-03 07:22:34.608536+00:00,Video_Stream,17.0,440.0,37,Other,Chicago,2025-01-28 00:00:00+00:00,Monthly,Basic,47.97,3913.81,Credit Card,1,,,,,2024-12-31 00:00:00+00:00,101.78,Paid,3.81,54.0,156.0,True
C0675,2025-06-03 01:13:34.608538+00:00,Data_Usage,46.0,359.0,63,Female,Chicago,2023-08-27 00:00:00+00:00,Annual,Basic,104.0,3242.71,Credit Card,1,,,,,2025-04-03 00:00:00+00:00,35.08,Paid,45.05,460.0,177.0,True
C0011,2025-06-03 15:51:34.608540+00:00,Video_Stream,45.0,0.0,31,Other,New York,2022-11-11 00:00:00+00:00,Two Year,Premium,56.4,1969.56,Credit Card,0,,,,,2025-02-03 00:00:00+00:00,50.55,Paid,45.47,448.0,197.0,False
C0369,2025-06-02 21:52:34.608544+00:00,Sms_Sent,0.0,0.0,44,Other,New York,2023-09-24 00:00:00+00:00,Annual,Standard,142.19,2773.29,Mail,1,,,,,2025-05-24 00:00:00+00:00,164.81,Paid,85.94,407.0,33.0,False
C0227,2025-06-02 18:44:34.608548+00:00,Call,7.0,0.0,42,Female,New York,2025-03-23 00:00:00+00:00,Monthly,Standard,126.53,1667.33,Mail,0,,,,,2024-06-08 00:00:00+00:00,134.75,Overdue,7.43,162.0,51.0,False
C0780,2025-06-03 00:31:34.608550+00:00,Data_Usage,0.0,0.0,65,Male,Houston,2022-11-21 00:00:00+00:00,Two Year,Basic,40.03,2167.77,Mail,1,,,,,2025-01-11 00:00:00+00:00,145.39,Overdue,27.01,148.0,111.0,True
C0610,2025-06-03 10:12:34.608556+00:00,Video_Stream,65.0,0.0,59,Female,Miami,2024-04-25 00:00:00+00:00,Annual,Basic,111.19,3640.06,E-Wallet,1,,,,,2024-06-13 00:00:00+00:00,127.69,Paid,74.4,243.0,131.0,True
C0970,2025-06-02 19:08:34.608561+00:00,App_Login,69.0,0.0,47,Male,New York,2024-09-11 00:00:00+00:00,Annual,Premium,48.96,638.21,Bank Transfer,1,,,,,2024-08-03 00:00:00+00:00,12.31,Paid,79.03,480.0,28.0,False
C0410,2025-06-02 19:05:34.608566+00:00,Call,71.0,564.0,69,Female,New York,2023-11-05 00:00:00+00:00,Monthly,Basic,37.25,4537.25,E-Wallet,1,,,,,2025-01-29 00:00:00+00:00,124.41,Paid,86.69,464.0,156.0,True
C0903,2025-06-03 03:16:34.608577+00:00,Data_Usage,0.0,298.0,31,Other,Los Angeles,2023-10-25 00:00:00+00:00,Two Year,Basic,133.87,4152.23,E-Wallet,1,,,,,2024-09-14 00:00:00+00:00,157.07,Overdue,53.97,339.0,166.0,True
C0125,2025-06-03 16:06:34.608584+00:00,Sms_Sent,81.0,322.0,55,Other,Miami,2025-01-13 00:00:00+00:00,Two Year,Basic,75.53,2642.73,Mail,0,,,,,2025-02-02 00:00:00+00:00,45.31,Due,11.83,219.0,123.0,False
C0905,2025-06-03 00:06:34.608590+00:00,Video_Stream,0.0,0.0,21,Other,New York,2024-04-27 00:00:00+00:00,Monthly,Basic,128.94,4171.13,Credit Card,0,,,,,2025-05-28 00:00:00+00:00,155.15,Paid,10.86,442.0,134.0,False
C0662,2025-06-03 03:17:34.608596+00:00,Sms_Sent,44.0,357.0,69,Other,Los Angeles,2023-09-20 00:00:00+00:00,Two Year,Standard,120.85,3095.06,Credit Card,0,,,,,2025-03-07 00:00:00+00:00,80.44,Paid,18.69,280.0,181.0,False
C0845,2025-06-03 12:07:34.608599+00:00,Sms_Sent,68.0,500.0,65,Female,Los Angeles,2023-11-06 00:00:00+00:00,Two Year,Premium,91.4,3069.74,Credit Card,0,,,,,2024-11-16 00:00:00+00:00,32.12,Due,17.66,313.0,90.0,False
C0968,2025-06-03 10:57:34.608601+00:00,Data_Usage,0.0,0.0,58,Male,Los Angeles,2024-03-03 00:00:00+00:00,Monthly,Premium,20.79,4696.57,Credit Card,1,,,,,2024-12-29 00:00:00+00:00,102.78,Due,53.75,83.0,87.0,True
C0217,2025-06-03 00:39:34.608603+00:00,Data_Usage,29.0,0.0,35,Male,Chicago,2023-08-02 00:00:00+00:00,Two Year,Standard,80.02,555.71,Bank Transfer,0,,,,,2024-09-19 00:00:00+00:00,16.97,Overdue,30.6,200.0,170.0,True
C0290,2025-06-02 17:56:34.608607+00:00,Call,0.0,0.0,46,Female,Miami,2023-11-09 00:00:00+00:00,Annual,Standard,121.25,4910.4,Credit Card,1,,,,,2024-10-29 00:00:00+00:00,118.36,Overdue,85.47,266.0,41.0,False
C0806,2025-06-03 15:15:34.608610+00:00,Video_Stream,0.0,0.0,55,Other,Miami,2022-10-25 00:00:00+00:00,Monthly,Standard,79.65,4561.09,Mail,0,,,,,2024-10-02 00:00:00+00:00,41.71,Paid,97.07,338.0,123.0,True
C0655,2025-06-02 17:54:34.608612+00:00,Data_Usage,28.0,0.0,25,Other,Houston,2025-01-25 00:00:00+00:00,Annual,Standard,25.9,1818.09,Credit Card,0,,,,,2024-09-04 00:00:00+00:00,191.07,Due,97.4,119.0,156.0,False
C0045,2025-06-02 19:53:34.608614+00:00,Video_Stream,16.0,0.0,35,Other,Miami,2024-04-12 00:00:00+00:00,Two Year,Standard,59.2,2054.57,Mail,1,,,,,2025-01-25 00:00:00+00:00,129.82,Overdue,99.74,471.0,39.0,False
C0076,2025-06-03 01:42:34.608616+00:00,Sms_Sent,7.0,0.0,60,Other,Houston,2025-01-24 00:00:00+00:00,Annual,Standard,127.61,887.76,Credit Card,0,,,,,2024-10-09 00:00:00+00:00,182.07,Due,24.74,158.0,113.0,True
C0166,2025-06-03 10:37:34.608620+00:00,App_Login,0.0,0.0,70,Female,Chicago,2024-10-13 00:00:00+00:00,Two Year,Basic,119.38,918.89,Mail,1,,,,,2025-05-31 00:00:00+00:00,82.46,Due,59.98,122.0,117.0,True
C0740,2025-06-02 19:56:34.608624+00:00,Video_Stream,43.0,0.0,24,Male,New York,2024-10-21 00:00:00+00:00,Two Year,Basic,63.25,618.06,Credit Card,0,,,,,2024-07-18 00:00:00+00:00,146.47,Paid,2.7,286.0,43.0,False
C0797,2025-06-03 14:46:34.608629+00:00,Video_Stream,54.0,231.0,67,Other,Chicago,2022-11-10 00:00:00+00:00,Two Year,Standard,130.74,1001.74,Mail,0,,,,,2024-08-23 00:00:00+00:00,129.87,Paid,78.88,377.0,14.0,True
C0236,2025-06-03 02:38:34.608634+00:00,App_Login,59.0,0.0,37,Male,Houston,2023-08-16 00:00:00+00:00,Monthly,Basic,133.66,1692.33,Mail,1,,,,,2024-08-24 00:00:00+00:00,142.86,Due,57.89,234.0,53.0,False
C0701,2025-06-03 04:45:34.608640+00:00,Video_Stream,0.0,0.0,50,Male,Houston,2023-06-30 00:00:00+00:00,Monthly,Basic,57.59,3058.36,Mail,1,,,,,2024-07-16 00:00:00+00:00,37.18,Paid,28.83,243.0,6.0,False
C0689,2025-06-02 18:28:34.608647+00:00,Sms_Sent,0.0,0.0,42,Female,Houston,2025-01-26 00:00:00+00:00,Two Year,Basic,138.51,3857.21,E-Wallet,0,,,,,2024-07-17 00:00:00+00:00,135.23,Overdue,37.55,328.0,190.0,False
C0494,2025-06-03 02:18:34.608648+00:00,Sms_Sent,0.0,0.0,20,Male,Los Angeles,2025-03-11 00:00:00+00:00,Two Year,Basic,147.92,1255.76,Credit Card,0,Faq,2025-06-03 15:54:25.053551+00:00,39.0,Edge,2024-08-21 00:00:00+00:00,113.95,Paid,2.41,466.0,188.0,False
C0259,2025-06-03 10:08:34.608650+00:00,Call,70.0,597.0,42,Other,New York,2023-11-18 00:00:00+00:00,Annual,Premium,39.03,382.14,E-Wallet,0,,,,,2024-07-13 00:00:00+00:00,121.17,Due,56.58,292.0,120.0,False
C0286,2025-06-03 14:53:34.608658+00:00,Video_Stream,0.0,0.0,31,Other,Miami,2023-07-16 00:00:00+00:00,Two Year,Standard,52.35,989.88,Mail,0,,,,,2025-04-12 00:00:00+00:00,13.5,Overdue,76.68,182.0,80.0,False
C0420,2025-06-03 04:20:34.608662+00:00,Call,22.0,0.0,29,Other,New York,2023-01-22 00:00:00+00:00,Annual,Premium,73.37,2820.48,E-Wallet,1,,,,,2024-09-13 00:00:00+00:00,140.47,Due,20.27,37.0,60.0,True
C0542,2025-06-02 19:50:34.608664+00:00,App_Login,65.0,0.0,60,Female,Miami,2024-07-28 00:00:00+00:00,Monthly,Premium,90.73,4291.36,Credit Card,1,,,,,2024-09-01 00:00:00+00:00,43.38,Due,70.21,440.0,70.0,False
C0145,2025-06-02 19:31:34.608668+00:00,Video_Stream,5.0,0.0,67,Female,Miami,2024-02-02 00:00:00+00:00,Annual,Premium,70.32,4361.59,Bank Transfer,0,,,,,2024-09-30 00:00:00+00:00,42.57,Paid,36.31,414.0,45.0,False
C0115,2025-06-02 19:59:34.608670+00:00,Sms_Sent,0.0,0.0,49,Other,Miami,2023-03-08 00:00:00+00:00,Two Year,Basic,76.92,869.29,E-Wallet,0,,,,,2024-08-26 00:00:00+00:00,83.28,Due,40.77,175.0,114.0,False
C0474,2025-06-03 05:33:34.608671+00:00,Sms_Sent,34.0,346.0,54,Other,Houston,2024-12-30 00:00:00+00:00,Monthly,Basic,35.04,200.55,Mail,1,,,,,2024-11-22 00:00:00+00:00,29.69,Due,57.97,216.0,128.0,True
C0650,2025-06-03 12:15:34.608676+00:00,Video_Stream,72.0,117.0,44,Other,Houston,2022-10-15 00:00:00+00:00,Annual,Premium,70.21,3083.24,E-Wallet,1,,,,,2025-04-14 00:00:00+00:00,93.16,Due,29.78,196.0,29.0,False
C0693,2025-06-03 07:08:34.608678+00:00,App_Login,61.0,0.0,49,Male,Chicago,2024-03-15 00:00:00+00:00,Annual,Basic,126.62,1308.33,Bank Transfer,1,,,,,2024-11-23 00:00:00+00:00,54.12,Due,30.6,494.0,98.0,False
C0336,2025-06-02 18:10:34.608682+00:00,Video_Stream,62.0,0.0,34,Female,Chicago,2025-01-02 00:00:00+00:00,Two Year,Standard,105.02,3500.38,Bank Transfer,1,,,,,2024-08-01 00:00:00+00:00,83.39,Paid,29.92,48.0,1.0,True
C0819,2025-06-03 01:03:34.608684+00:00,App_Login,5.0,0.0,65,Other,Chicago,2023-02-26 00:00:00+00:00,Two Year,Basic,70.6,3397.26,Credit Card,1,,,,,2024-10-02 00:00:00+00:00,169.06,Paid,95.26,428.0,88.0,True
C0304,2025-06-03 16:05:34.608690+00:00,Video_Stream,0.0,0.0,25,Male,New York,2024-06-28 00:00:00+00:00,Annual,Basic,28.98,1194.61,Credit Card,1,,,,,2024-11-07 00:00:00+00:00,24.31,Paid,96.36,160.0,148.0,True
C0732,2025-06-03 03:39:34.608692+00:00,App_Login,0.0,237.0,20,Other,New York,2024-12-22 00:00:00+00:00,Annual,Basic,88.94,596.13,E-Wallet,0,,,,,2024-11-25 00:00:00+00:00,161.28,Overdue,19.89,8.0,87.0,False
C0906,2025-06-03 06:25:34.608694+00:00,Data_Usage,38.0,0.0,22,Female,Miami,2023-12-15 00:00:00+00:00,Annual,Basic,41.59,2945.01,Mail,1,,,,,2025-02-01 00:00:00+00:00,127.32,Due,92.18,205.0,109.0,False
C0095,2025-06-03 07:28:34.608696+00:00,Data_Usage,13.0,418.0,18,Male,Los Angeles,2023-04-17 00:00:00+00:00,Monthly,Basic,147.13,3372.43,Bank Transfer,1,,,,,2024-12-06 00:00:00+00:00,52.97,Overdue,54.51,247.0,113.0,False
C0509,2025-06-03 13:10:34.608698+00:00,Sms_Sent,0.0,0.0,37,Female,Los Angeles,2023-04-22 00:00:00+00:00,Two Year,Premium,34.8,1114.06,Credit Card,0,,,,,2025-05-13 00:00:00+00:00,138.12,Paid,93.33,347.0,134.0,True
C0585,2025-06-03 16:26:34.608700+00:00,Call,0.0,0.0,43,Other,Miami,2023-12-31 00:00:00+00:00,Annual,Premium,52.11,2019.24,Mail,1,,,,,2025-03-03 00:00:00+00:00,122.86,Paid,22.35,71.0,120.0,False
C0039,2025-06-03 13:35:34.608704+00:00,Sms_Sent,62.0,0.0,22,Male,New York,2023-05-12 00:00:00+00:00,Monthly,Basic,107.85,2756.59,Credit Card,1,,,,,2024-08-29 00:00:00+00:00,62.36,Paid,51.32,293.0,83.0,False
C0668,2025-06-03 07:19:34.608706+00:00,Data_Usage,0.0,456.0,44,Other,Houston,2024-10-19 00:00:00+00:00,Annual,Premium,29.99,3710.68,E-Wallet,0,,,,,2025-05-22 00:00:00+00:00,73.17,Overdue,62.41,20.0,125.0,True
